product_name,product_review,similarity_scores
Hommage,pours a deep dark red coloration with tiny fizzy quickly receding head intoxicating aroma dominated by ripe raspberries and sour cherries with a hint of earthy funk taste follows the nose being dominated by ripe raspberry with a hint of sour cherries and a slight zesty citrus note in there as well some barnyard funk with a certain earthy musty woody quality starts out with fruity sweetness that turns quite sour and funky in the aftertaste with an exceptional balance of fruitiness sweetness ans sourness this is proof once again that drie fountainen is easily a league above cantillon,0.7313521112285043
Dinner,bottle poured a clear yellow color ale with a large white foamy head with good retention and some lacing aroma of citrus hoppy floral undertones with some dry hops notes taste is also dominated by citrus hops floral undertones with some dry hops notes body is about average with good carbonation enjoyable but hops were not as dominant as i was expecting this beer has probably been surpassed by some of the newcomers,0.7312606559545545
Gueuze 100% Lambic,2013 variant somewhat gentle but down the middle pour yields an almost opaque glowing gold beer topped off with a thin ring of bright white head that quickly recedes just beautiful nose is tart fruity and funky palate builds upon this with a robust a complex fruity character  getting some lemon orange and grapefruit peel this is definitely a strong funky and sour quality as well grassy oaky dry farmhouse notes of earth and hay slight spice to it and a wine like quality all of the flavors so smooth and perfectly intergrated beautifully light and slightly effervescent mouthfeel perfect beer,0.7309701874989686
Duck Duck Gooze,the beer pours a clear gold with a medium frothy white head it has high champagne like carbonation the beer smells of lemon cranberries pears hay and damp funk it tastes lightly tart with cranberries pears red wine hay and damp funk the feel is medium light with some sweetness this is an awesome beer so complex and nuanced,0.730547675748162
Saint Lamvinus,plum purple with a small purpletinted head that quickly forms a bubbly crown light merlot and barnyard funk in the nose delicate fruity taste cherry grape red wine modest sourness midpalate nice acidic wine barrel finish relatively light bodied with low carbonation delicious,0.7300848022113912
Montmorency Vs Balaton,sample at mikkeller beer celebration copenhagen 2018 red session bright pink color aroma has juicy cherries and acidic fruit juice taste is really dry mineral with wet stone flavor fruity but not too intense with light cherry pit notes,0.7296170548457834
Leche Borracho,tasted from 2018 bottle pours black with faint light brown head aroma of peppers and cinnamon flavor is moderately sweet nice pepper flavor with chocolate and cinnamon just a faint hint of tequila that i wouldn’t have picked up without knowing some caramel and bourbon notes complex and extremely well done,0.7293807660926855
Society & Solitude #4,cloudy yellowlight gold pour larger puffy head loads of lacing good head retention resinous aroma light pine tropical fruit grapefruit grass taste quite hoppy grapefruit tropical fruit dank hop resin lighter caramel malt sweetness medium body with fairly soft carbonation,0.7286441086874959
Double Citra®,12oz can purchased at the brewery pours a hazy dirty orange with an inch of head moderate amount of lacing lots of citra hops in the nose orange lemon grapefruit and some sweet fruity candy the taste is more of the citra orange tangerine grapefruit along with some mango and pineapple orange lemon and peach finish some alcohol heat medium body with a dry mouthfeel,0.7284754891052478
Very Hazy,16oz can poured out a very hazy thick orange color with a small offwhite head of foam it smelled of pineapple grapefruit mango and guava with sweet caramel so tropical and fruity with toasted caramel and a sharp bitterness,0.7283957672589674
Bad Boy,32 oz growler slightly hazy small white head thin collar smell is bright citrus boozy fruity and a little bit of apple taste is bright citrus pine astringent maltiness maris otter is distinct boozy low carbonation medium body very tasty but very big,0.7283052541695462
Mosaic Dry Hopped Fort Point,can from the brewery in fort point in boston ma whilst in town for ebf pours a hazy bright orange with a white fluffy head and soft lacing smells like guavapeach grape must and pine resin dipped citrus candy taste is biscuity malt sweetness with hints of nectarine and tangerine finishes with a mildly bitter white wine mustiness light bodied a dry and fruity pale ale,0.7280795038865137
Sure Bet,hazy faded gold with a fluffy white head smell features lush mango honey candied orange pineapple tangerine grapefruit pine and lime taste is much the same but simpler more focused on sweet mango and honey contrasting with the pine hops and slight flowers feel is resinous hoppy and slightly thick great flavoring but definitely on the heavier and heavy handed side of the spectrum,0.726969108947831
Fyodor,rich dense smooth and delicious tons of cocoa caramel vanilla coffee with subtle waves of anise bourbon and black currants very complex and tasty i will definitely get this one again if i come across it,0.7267885067995878
Julius,hazy opaque orange with one finger of creamy white foam that settles down to the thin cap aroma is a mix of orange grapefruit pineapple mango peaches and cream the flavor starts with a flash of hoppy bitterness upfront along with the citrus and other fruit notes from the nose some creamy sweetness follows then dries out leaving some bitter earthy hops and a subtle malt flavor the feel of each sip is wonderfully smooth and creamy a delicious and smooth beer that lives up to its reputation,0.7267295045742493
Permanent Funeral,pours a clouded orange with two and a half fingers of offwhite head that retains extremely well just a little lacing left behind aroma is pine resin citrus and lemongrass extremely hoppy but well developed flavor profile is resin pine citrus lemongrass and herbal lots and lots of hop notes which include a discernible bitterness bready biscuit malts provide some support mouth feel is mediumthick with a filling grainy texture overall a huge dipa with loads and loads of hop notes not close to bitter free but still well executed ,0.7264159236355746
Grey Monday,really impressed but not as nutty as i expected dark and opaque with small tan head rich nose with heat in the nose bourbon reasons and sweet malt the taste is very complex with molasses brown sugar dates raisins oakbourbon and just a hint of nuts,0.7255783061402455
Saison Bernice,cloudy straw appearance with slight white head and carbination fruity aroma taste is a dry tart with fruity accent that is not too harsh a pleasant saison,0.7248535075474988
Swish,sample at mikkeller beer celebration copenhagen 2018 green session hazy yellow color aroma is grainy with soft fruitiness and a bit floral taste is hoppy juicy and grassy with a dry and bitter finish overall its a juicy but also dry west coastish ipa,0.72448491352409
Nectarine Premiere,sample at mikkeller beer celebration copenhagen 2017 red session really hazy milky bright vanilla color aroma has bright apricot and peach notes taste is tart an fruity with yogurt notes and dry on the finish,0.7239123336012094
Rodenbach Caractère Rouge,redamberlite brown pour quick thin white cap but lace sheets the glass to the last drop medium thick legs on swirl intense sour cherries red wine nose tart juicy cherries with acidic bite red wine plum currant fruit flavors with lite toast malt backbone medium body acidic tingle on tongue lite and crisp dry tanninslike wine feel overall world class sweet fruit finish notwithstanding sour cherriesfruit flavors smooth complex fruit and red wine notes no bitterness or vinager flavors simply awesome,0.7234997445666136
BDCS,pours black with a finger of khaki foam head retention is good aroma is roasty toasty nutty caramely malts with chocolate caramel vanilla oak and coffee just beyond it has a sweet onset and then fades slightly towards bitter bourbon adds a kiss of heat on the back of the nose but is far from over powering flavor profile is deep and expressive hitting notes of caramel vanilla oak chocolate toffee and bourbon roasty toasty caramely malts add a firm foundation for the sugary notes dark and expressive mouth feel is thick with a velvety creamy texture that carries just a touch of grittiness overall dark and expressive and yet far from overly complex or mind numbing ,0.7229031371140981
Anabasis,old checkin had b1 alongside several derivations and tg stouts and it stole the show huge bourbon aroma thick mouthfeel complex chocolate and stout flavors along with malty caramel and raisin sweetness had b2 a year later and it was great maybe less bourbon forward than b1,0.7228986773749292
Saison Bernice,poured from the bottle into a tulip a very enjoyable saison  good carbonation resulting in a near creamy mouthfeel nice brett funkiness not overly complex but well done overall,0.7222163096662246
Double Dry Hopped Fort Point Pale Ale,16oz can purchased at the brewery dated 111317 a very cloudy orange color and a citrushoppy nose complex citrus flavors include grapefruit melon pineapple and mango a relatively easydrinking flavorful and enjoyable beer maybe the best weve had from trillium,0.7221421118705929
Sosus,pours a hazy bright yellow with a large white head with staying power great lacing aroma is full of fruity hops flavor is pineapple and citrus fruit sweet in front with nice hop bitterness in the finish feel is light to medium bodied with a fair amount of carbonation overall a super beer,0.7221250538240516
Double Dry Hopped Congress Street,082014  grapefruit floral bouquet hops up front fruity well hopped body with lingering peach and a bit of pepper on the back of the palate balanced yet a wee bit of bitterness on the finish,0.7218043135165743
Society & Solitude #4,very cloudy straw appearance with white head aroma is a significant hoppy citrus that is very appealing taste is a bitter hoppy citrus that is a great blend and balance,0.7214846636388551
Mastermind,cloudy straw color with moderate white head that desipates quickly aroma is hoppy with a hint of citrus taste is a nice balance of hoppy and citrus that is very smooth,0.7213440470657255
Speedway Stout - Bourbon Barrel-Aged,tasted from 2013 bottle pours jet black with tan head not much head lots of caramel molasses maple bourbon on the nose thick and chewy mouthfeel with a little alcohol heat flavors of bourbon brown sugar molasses caramel cocoa coffee vanilla huge complex beer that is incredibly well done,0.7207961648851144
Beatification,pours a transluscent pale orange with champagne like carbonation smells of apple juicy slightly reminiscent of vinegar taste is powerfully sour fruity and mostly easy drinking mouthfeel is somewhat harsh despite this bottle being nearly 5 years old hasnt mellowed out too much still enjoyed it,0.7206125246578823
Very Green,absolutely incredible ne style ipa from the always amazing tree house this one was one of my favorites from their extensive list canned date 8419 looks incredible hazy yelloworange turbulent color with some fluffy white head and beautiful lasting rings of lingering lacing that stayed put throughout the entire beer hard to beat smells great deep ripe fruity hops  tangerine grapefruit mango lemon pineapple melon guava passion fruit  as well as malt piney and floral hops caramel bread and creamy vanilla taste follows the nose excellent balance as always between the juicy fruity hop bomb and the sweeter malt backbone with that great creamy vanilla backing it up higher abv so well hidden the mouthfeel was just out of this world creamy juicy smooth sticky luscious coats the palate one of the best ive ever tried just the right amount of carbonation i will keep on my quest to try as many of their beers as i can,0.7202997778458462
Gueuze 100% Lambic,complex subtle sophisticated beautiful get the sour funky farmy smell upfront and at first sip but then more complexity comes through with in the palate a bit of the citrus flavours you get in a white wine beautifully balanced,0.7202819943822102
Galaxy Dry Hopped Fort Point Pale Ale,pours a hazy golden yellow with thick head and sticky lacing nose is full grapefruit other citrus floral and hops flavors are very good a lightly bitter hops with light grapefruit and other citrus notes minor floral sweetness and a very minimal pine the finish is a little sweet malt and dryness overall a complex mix that just eases you thru this beer very impressed i want to say for me this has a little west coast feel,0.720173300424682
Consecration,this beer pours a deep purple with a minimal quickly dissipating head the aroma is heady and intense with a strong acetic sour notes as well as sour cherry jam blackberry jam black currant jam with hints of fig and graham cracker the flavor is intense and incredibly complex with the black currant coming through very strongly and then a tannic burst that is enormously wine like there is a chutney tinged vinegar flavor to the middle and an almost smoky finish the mouthfeel is light with bold bright carbonation overall this is an astonishing beer probably the best sour i have ever had,0.7196907942158484
Hop JuJu Imperial IPA,hoppy piney extremely aromatic pours a rich clear gold with a moderate white head great mouthfeel significant bitterness even finish and excellent overall,0.7196547686140714
Bourbon County Brand Vanilla Stout,taste complex rich sweet vanilla bourbon boozy malty dark fruit raisins cocoa intense warming finish same with the nose black opaque tan head delicate lace full body 60 ibus,0.7196044720038433
Flora - Blueberry,pours a beautiful violet color with a thin shortlived head the nose is full of a cheesy sweaty funk hints of sweet blueberry vinouse wine woody dryness and earth i get more blueberry on the mouth than the nose reminiscent of juicy fruity blueberry jam mixed with wine the finish is earthy and mildly funky medium body clean and fairly juicy mouthfeel with soft and faint carbonation not the best blueberry beer available but i definitely enjoyed this,0.7195991782230524
Atrial Rubicite,on tap at hops and pie extremely purple with a pink head vibrant colors smells like a jar of raspberry preserves very jammy and fruity sweetness as well flavor was mostly raspberry preserves and a slight sourness i understand now why people might seek out jester king,0.7190220660800583
Bourbon County Brand Vanilla Stout,tasted from 10 year old bottle pours black with slight dark brown head awesome complex aroma and taste nose of bourbon and vanilla thick and chewy mouthfeel no boozy notes at all flavors of caramel molasses bourbon cocoa and nice vanilla but not overpowering hands down one of the best beers i’ve ever had,0.7189833172433171
Headroom,082015  typical trillium juiciness on the nose with orange tangerine and some citrus up front notable onion on the palate with a nice sweetness creaminess and slightly bitter back end the finish is clean bright fruity and a touch dank,0.718940624339509
Abricot Du Fermier,really fruity and creamy smell taste is soft delicate creamy little sweet and most of all really fruity apricots all the way to me this is even more fruity than fou foune i really like this beer,0.7187070901037462
Lou Pepe - Framboise,bottle at brewery ruby hued body with a sudsy quickly dissipating pale pink head smells exactly like a fresh picked raspberry crushed between the fingers taste is like a raspberry with the sweetness mostly sucked out of it the tartness from the natural innoculation complements the inherent raspberry tartness very well medium bodied with a lingering fruity character complex and elegant ,0.7184619980210355
Bourbon Barrel Aged Plead The 5th,pours a pitch black coloration with a tiny fizzy head smells of dark chocolate coffee and vanilla with a lightly boozy bourbon note taste follows the nose with strong notes of chocolate coffee and vanilla and ligher notes of toffee dark fruits tobacco charred oak bourbon and a hint of a certain musty earthiness finishes with a light bitterness and booziness thick creamy mouthfeel with a rich body and low carbonation this is reasonably complex and quite wellbalanced although the barrelcharacter is not that much at the forefront still all the different notes intermingle harmoniously without anything standing out too much remionds me a little of kbs actually,0.7184603169286008
Nelson,had it on draft in a english pint hazy bright yellow with a thick foamy head and great lacing the smell is intensely citrus the taste is strong grapefruit and orange also prominent pine and hoppy bitterness a very flavorful beer,0.7183963223183999
All That Is And All That Ever Will Be,this beer pours a thick and viscous motor oil black with an small rich and inviting complex khaki tan head that quickly  dissipates the smell is roasted malts almost smoky with heavy dose of chocolate and a sampling of cold brewed coffee the taste is very chocolaty syrup or brownie batter thick and rich on the palette theres a slight brew coffee and a hint of bitterness late but a nice drinking milk stout,0.7167153645245589
Trappistes Rochefort 10,pours mahogany has a very fine head great lacing is very potent very powerful notes of chocolate raisin fig vanilla malt dark fruit rich smooth multidimensional in flavor complex in the belgian quad manner mouthfeel never goes anything but smooth and rich but demands to be savored slowly the best of abbey ale flavor and complex notes sad when you drink your last one never dull always remembered fondly 5 all the way no other rating will do for this style a reference in belgian trappist ales,0.7167024089320282
Birth Of Tragedy,bottle poured a pitchblack color porter with a deep brown color head with good retention and some lacing aroma of coffee with some bourbon notes and nice vanilla notes taste is a complex and rich mix of nice vanilla notes with bourbon and rich black chocolate notes and a sweet honeylaced finish body is full with deep oily texture and good carbonation with hints of warming alcohol notes very rich porter but a bit too much honey for my taste,0.7164305182882582
Adam From The Wood,dark brown color with basically no head aroma is intense on dried fruits mostly figs and plums with a fortified wine character taste is also very fruit forward sweet but not cloying syrupy sticky woody intense and complex body is heavy almost flat a bit boozy as well feels like a liquor complex taste and aroma but feels too boozy and flat to be up there with the best of the style,0.7163268804518009
Heady Topper,pours a semiopaque yellow orange with floaties and a rich thick looking head that has excellent lacing retention the smell is super juicy and fruity on the nose with a herbal complexity and a subtle dank resin taste leads with pine as well as grapefruit melon mango and citrus rind to make this juicy double legendary,0.7160818212685623
Abraxas,on tap pours black with a nice looking dark brown head smell and taste are complex and spicy not boozy at all rich but not overly thick feel good beer,0.7159710103163206
Sip Of Sunshine,sip of sunshine pours a semiopaque golden bright golden orange with a big loose foamy one finger head that spotty lacing the smell is big and fruity with orange grapefruit and the zest of citrus peel with a hint of grassiness the taste is wonderfully complex full bodied and smooth the taste follows the nose with a bit fruit flavor and a long drank and bitter finish,0.715953228279504
Fourth Dementia - Bourbon Barrel-Aged,dark brown pour 59 degrees with ruby edges tight tan head fairly quick cap leaves a thin ring and a small island of mini bubbles fizzy sudsy dots of lace and thin legs on swirl molasses caramel malt musty antique store furniture vanilla and a whisper of bourbon  semi sweet caramel malt on entry followed by molasses and a firm hop bitterness raisins and plums toffee middle roasted nuts a touch of old shoe leather and vanillaoak notes on the backend medium full body semi sticky feel lite carbonation slightly warming smooth silky tongue coating dry oaky barrel finish overall love the bitter hops coexisting with sweet caramel complex layers of dried fruit molasses and earthymusty notes as beer continued to open up not boozy simply world class,0.7158271574693753
Juice Machine,canned 041219 it pours cloudy goldsand color with a 2 finger thick creamy head that was off white with lots of tiny bubbles in the head dissipating very very slowly and leaving outstanding thick foamy lacing clinging to the glass and leaving rings as it went down two weeks old and it still smells super dank with tons of topical notes pineapple mango grapefruit orange juice papaya lemon lime pear orange peel tangerine piney hops light peppery spices light biscuit and more fruity notes like orangina soda wow what a start to this brew,0.7157218940790563
Everett Porter,classic oldschool porter  quite hoppy very roasty lots of bitter dark chocolate its not tremendously thick but you dont expect that from a porter,0.7149307366382294
Imperial Eclipse Stout - Elijah Craig (12 Year),2014 ventage  very dark appearance with thin dark tanbrown head that desipates quickly aroma is a complex fruity with a hint of bourbon taste is very smooth bourbon and fruit without any hint of alcohol aftertaste the aging is well worth the wait,0.7144589572292513
Beatification,at last got my hands on this rr classic golden orange with no head save a clear ring wonderful aromas of oak wet earth lemon grass hay grapefruit zest barrel must and grains taste is more acidic and vinegar forward but has all the same flavors from the smell with an ending backed by sour oak and plenty of funk but also leaves the palate pretty citrus sweet not the most complex but plenty flavorful feel is tart funky and has a vinegar artful harshness,0.714105747412011
DFPF,tasted from bottle pours a bright ruby red with pink head nice fruit aroma berries and passionfruit nose taste is super tart with sweet fruity flavors don’t remember what dragonfruit tastes like i get lots of berries strawberries with some tropical fruit notes i’m not a huge berliner or sour fan but this is very nice,0.7140990447297179
Ephraim,very creamy ipa nice hops golden color hoppy piney and floral smells coming off one this one hazy orange color love the light creamy fluffy feel on this one,0.7139975254243891
Double Citra®,double citra pours a milky and creamy orange color with a complex white cap on top that lingers leaving some impressive lacing the smell is a true ne style dipa big and juicy on the nose with layer upon layer of citra hops bringing out the citrus and tropical fruits including mango grapefruit peach and a hint of melon with some earthy tones and an herb quality the taste this is closest ive come to a perfect beer wow this double citra tastes amazing very soft and smooth over the palette with a light body that brings out orange tangerine grapefruit and some melon sweetness with a subdued bitterness,0.7136890173503748
Nelson,41417pours pale gold a little hazy but able to see through dry wine nose very faint crisp dark fruity flavor white wine throughout pretty tasty,0.7136557941819147
Adam From The Wood,2015 dark brown pour with just a few bubbles that do not amount to any type of head smells of caramel dark fruits chocolate tobacco and oak tastes of dark fruit with sweet flavors of chocolate toffee brown sugar blending perfectly with flavors of soy oak bourbon leather and tabacco almost zero carbonation with a slightly sticky mouth feel that helps give this virtually flat beer some body overall an amazingly delicious and complex ba old ale the lack of carbonation may throw some people off but doesnt take away from the drinking experience to me,0.7123711308725751
Society & Solitude #6,poured from a 12oz can into a snifter pours a lovely hazy gold with bright white foam strong lacing on this one smell is an exquisite mix of dank resin ripe fruitiness and a slight bit of pine such a complex aroma for a single hop beer taste is dank and fruity with nice bitterness overripe melon and resin so well balanced feel is smooth creamy and full this is an amazing dipa complex yet drinkable enjoyable the whole way through pure mosaic bomb,0.712072577661969
Sosus,sosus pours a hazyish copper color with chunks and a small lacing head big creamy hoppy aroma flavor is creamy nice hop flavors a good bitterness and a nice little kick at the end good body and feel overall very good beer a little bit hoppier and bitter for a neipa,0.7116762892801713
Temptation,2016 version poured into a snifter a hazy golden color with a medium white head aroma was tart fruit the taste followed but with a complex bretty note overall a delicious blonde ale slightly tart and with complex phenolic notes outstanding,0.7116129297152828
Melcher Street (Double Dry-Hopped),simply slathered with mosaic hop character the uniqueness of melcher street new england styled ipa by trillium doesnt stop with simple brewing techniques but rather a double dry hopping addition of the coveted hops for extra tangy green and fruity complexity ,0.7115731923088918
Darkness,the sum of all parts is pretty excellent really complex stout with waves of licorice tobacco dark fruit and sweet toffee little bitter finish rounds it out ,0.711345956888181
Society & Solitude #5,poured from a 12oz can into a willi becher pint glass pours a hazy milky orange with a thin layer of head smells of grapefruit and a bit of pine taste has strong grapefruit flavors with some piney bitterness to back it up feel is heavy lower carb and full this really is alcoholic grapefruit juice in a can it doesn’t get overly fruity though as the combination of hops compliment each other to a balanced and citrusy yet dank  resinous dipa,0.7111980116856875
Ephraim,big beefy dipa with a huge abv that drinks incredibly easy hoppy piney and floral aroma taste of orange rind mandarin orange mango apricot grapefruit tobacco and green tea outstanding citrus and bitter profile with a soft mouthfeel but its not a balanced beer  its a big time hopforward dipa that comes on strong and doesnt let up with a 10 abv im not sure what else you could expect prepare your face theyve employed magic to make such a huge beer so palatable,0.7108545233576673
Breakfast Stout,its delicious jet black in color nice mouthfeel for a stout syrupy and thick aroma is earthy plenty of coffee vanilla and malt present which carries through to the taste buds as well zero hop plenty of spice mild bitterness and well restrained sweetness its complex but most of all well balanced my rating grade is just a shade under the cbs and kbs that founders is well known for,0.7108431728622899
Ghost In The Machine - Double Dry-Hopped,pours an opaque yellow color with a thin white head on top the smell of the beer is vert tropical lots of mango and peach aromas along with pine and spice the taste of the beer is creamy yet hoppy not overly bitter but juicy the feel is smooth and again creamy overall its an excellent ipa,0.7103988431583841
A Deal With The Devil,christmas tasting lineup of all variants base beer comes off as very similar to the woodford a bit more fruity perhaps plums raisins sweet and boozy,0.7102374885238009
Saison Bernice,poured a bright hazy yellow color with a fragile foamy white head that disappeared quickly there were extravagant aromas of brett white grapes subtle citrus with yeasty overtones very fruity and aromatic the flavors are likewise the same very fruity with yeasty overtones plenty of white grapes around the mouth with some brett and subtle citrus and perhaps pitted fruit the flavors come without any restraint its like opening up this bottle released its potency the mouthfeel was not harsh it was quit pleasant smooth and light bodied overall exceptional beer the flavors where spot on again extravagant without being overwhelming i could drink this again and again if i only i had easy access to this beer,0.7089796776086816
Society & Solitude #4,society  solitude 4 pours a thick hazy and golden pear juice looking yellow with a big 2finger white and complex head with excellent retention and lacing the smell is juicy with a big clean and bright citrus presence like a tall glass of orange juice and tangerine with a hint of mango and a mild candied sweetness the taste is excellent nice and smooth over the palette with a balanced citrus flavor with a mild creaminess but not overly thick juicy orange up front with some berry a sweet candied melon and a grassy yet subtle dank characteristic,0.7089176792569941
Coconut B-Bomb,poured a dark brown with slight head smell is giant coconut with bourbon cocoa molasses charred wood leather maple and caramel very decadent powerful and complex taste is huge coconut but not to the point of overwhelming the nuanced flavors barrel really comes through well with the supporting notes as well might be the most drinkable strong ale i have had a decadent coconut dessert ale need to try the original,0.7081985174852798
Lou Pepe - Kriek,2014 vintage poured from bottle at cantillon in august 2017 pours a nice purple with light purple head that quickly dissipates beautiful beer nose is woody tons of sour cherries earthy and a bit viney taste is so smooth not much sourness but a lot of cherries i wouldnt call this an overly complex beer but super tasty and smooth mouthfeel is perfect,0.7074817527034318
Supplication,i received this from bum4ever in the nbs bif 85 bottled on 722018 and poured from a 375 ml cork and cage bottle into a tulip glass the color is somewhere between ruby and orange and the ecrucolored head dissipated quickly it has a very fragrant smell of ripe cherry oak red wine and brett yeast the taste is complex tart cherry pinot noir oak and a crackery malt at the finish the flavors are all bold but they blend very well and there is a surprising balance of sweet and sour it finishes with a touch of bitterness this ale is a nice full body with lively carbonation and its easily drinkable at 775 abv while i am not a connoisseur of wild ales i have to say that supplication is really delicious and fun to drink,0.7074390348514377
Second Fiddle,the aroma explodes of juicy mangoes peaches oranges just sweet nectar and fruity,0.7070970358047376
Doppelganger,had a can thanks to shawn overall very good well crafted thought the tropical fruit tones were muted but complex and delicious very soft easy mouthfeel for a canned beer,0.7069765164112828
Tweak,pours a pitch black coloration with a tiny fizzy head smells of dark and lighter red fruit dark chocolate coffee vanilla molasses toffee and brown sugar taste is similarily complex but a little too sweet and boozy dominated by the sweeter and barrelheavy notes of vanilla bourbon toffee molasses and brown sugar with lighter notes of dark and red fruits date raisin cherry dark chocolate coffee and oak finishes quite sweet with a very light bitterness and quite a boozy bourbon aftertaste thick oily mouthfeel with quite a rich body and low carbonation i would actually prefer mephistopheles over this which has a lot more interesting flavour profile that just gets muddled up by the strong boozy bourbon notes of this i will also say that given the huge 178 abv of the 2014 batch this is relatively impressively mellow but still slighty over the top for my personal taste at the ned of the day this just proves to me that bba and added addjunks dont necessarily make things better to me the subtle nuances of mephistopheles get drowned out in slightly to sweet and boozy brew here,0.7069095929090431
Bomb!,bomb pours a thick motor oil black with very little head that quick recedes leaving no lacing the smell is cacao nibs over chili peppers with just a hint of coffee and some alcohol the taste is very complex full bodied on the palette drinks smooth for a 13 abv beer with the slightest hint of booze on the finish its a very thick cacophony of flavors from the coffee cacao nibs to the chili peppers and vanilla but there is an underlying burnt wood flavor that lingers,0.7068633214808004
3rd Anniversary Imperial IPA,look is orange juice its hazy and super thick i love it smell is very fruity and juicy i assume thats citra hops taste is also juicy its surprisingly not very bitter for a 10 dipa world class other half you rock,0.7065456676890465
Fort Point Pale Ale,cloudy straw appearance with slight whit head mild hoppy aroma with a touch of citrus taste is definitely pleasant citrus first with a hint of hoppyness,0.7059252625056414
JJJuliusss,pulpy orange juice smell is fresh squeezed oj taste starts with pulpy oj mid is bitter marmaladde finish is a touch of bready sweetness also maybe fruity lychee never mind definitely sweet lychee finish feel is classic soft th overall its fresh pressed oj with lots of pulp,0.7057106563488518
Fou' Foune,pours a hazy straw coloration with a tiny fizzy head smell is dominated by sour funk with some apricot and just a hint of citrus zest coming through as well taste follows the nose being dominated by barnyard funk and hints of apricot and citrus theres a light estery yeast note and a certain earthy and slightly spicy note to this as well finishes very dry and acidic with only a little sweetness coming through and another mouthpuckering dose of tartness medium body and carbonation i really didnt feel that this has a very rich fruity apricot note to it at all maybe its the vintage 2017 i believe the apricot is there but quite subdued and overshadowed by the strong funky sourness and citric acidity this is a very nice lambic without a doubt but highly overrated in my opinion as it is neither especially subtle nor complex,0.7053441750601003
Pugachev Royale,excellent mouthfeel and flavors so complex it took the entire beer to figure out the sweet flavors from the brandy merged well with the chocolate and vanilla,0.7052453161034284
Framboos,poured at pretty close to fridge temp look is ruby red with slight transparency nose is deep and complex raspberries sweet candy taste is wow so fruit forward almost like straight squeezed juice no alcohol presence dry and sticky with tart raspberries good level of sourness overall this was amazing,0.7049599677430703
Upper Case,upper case pours a thick murky orange juice yellow with a small 1finger ivory white head that leaves little lacing on the glass the smell has a big tropical fruit aroma with orange mango and grapefruit with a big bite of danky hop resin the taste is sweet candied fruit inducing pineapple mango and good dose of citrus zest with a creamy goodness from the raw wheat a complex bitterness creeps in finishing rather sticky overall this is a very solid ne style dipa another great beer out of trillium brewing cheers,0.7041267504176298
Sure Bet,pours a slight hazed golden color with a white head smell had citrus and mango taste was fruity with alot of mango the honey muted the mango puree is a good way very tasty slight bitter mouth feel with a pine like feel had and orange and mango finish,0.7041179903666994
Swish,been a couple years since i last tried swish it was too astringent then but it tastes damn close to perfect now starting from the back theres a balanced citrus bitter finish moderate dankness and a hint of savory vegetable with the juicy fruit punch the aroma is more floral but still backed by big fruity hops lots and lots of delicious well balanced hops,0.7041115328024096
Montmorency Vs Balaton,poured a deep red fruit punch color with no head aroma is very sweet and juicy with heavy notes of tart cherries even picking up the sweet maraschino cherries from the jar not much barrel character though then at first sip it starts dry but as it warms up it immediately showcase the sweet juicy tart cherries very fruity like sweetened cherry juice added the sour is is not too harsh allowing the sweet malt to carry through making the beer almost drink like candy there is heavy carbonation that oddly seems to reduce at room temp overall a very approachable sour that doesn’t fall short on the added cherries,0.7037349853095322
Bomb!,from a 12oz bottle jet black color with a half finger of brown head boozy malts and cherry smell medium feel big roasted maltbitter chocolatevanilla flavor with a noticeable alcoholchili pepper burn a very complex beer that makes an interesting treat,0.703274628003357
Sure Bet,straw color with white head that dissipates quickly aroma is hoppy with a fruit accent taste is also hoppy with a fruit accent this was not as flavorful as expected,0.7032496450134088
Hommage,pink berry juice pour with quick white cap no retention or lace no real clarity just verging on opaque nose is sour berries funky barnyard straw and wt horse blanket sour raspberries funky hay up front semi sweet base middle dry tart finish light body with medium light carbonation puckering with some acidity complex mix of fruit notes that blend well with a horsey nose the fruit is vibrant and the tart raspberries shine,0.7030837506007767
King Sue,the emphasis in the beer is a strong sharp hoppy finish with citrus highlights it’s a throwback to the brewing style emphasizing a hoppy edge overshadowing a citrus profile newer approaches to a dipa have more balanced citrus flavors with a more subdued hoppy finish excellent beer,0.7029535762345087
Fuzzy,good peach sour long finish rens bottle spider lace not overwhelming sour very fruity a delight great balancing  a bit of orange fruit colour,0.7026842824975286
Focal Banger,from the monster can it pours a hazy amber with a nice thick white head that slowly dissipates and leaves lacing in the nose it is spicy hoppy in the mouth it is oddly spicy hoppy,0.702616616569351
In Perpetuity,16 oz can hazy orange body with a huge head smells of citrus zest and white grape juice maybe a little melon tastes of citrus zest that tingles the palate fruity grape and melon behind it a touch of pale malt but not sweet dries out in the back end leaving a bit of citrus bitterness medium body i can see myself drinking this very quickly really nice,0.7023023427808787
Impermanence,pours opaque jet black in color with 12 inch head taste is black coffee cream and sweet maple heavy bodied sweet with moderate backbone complex loads of maple flavor especially at the end great stout one of the better maple coffee stouts i have had delicious,0.7023021124806733
Double Dry Hopped All Citra Everything,from a 10dayold can pours a hazy greenish gold fruity and dank with a decent hit of bitterness smooth medium feel drinks like a much lower abv beer great stuff,0.7021425354552775
