product_name,product_review,user_rating
King Sue,"Canned 8/19/19. The tropical fruit notes of pineapple and mango are nice but there is a lingering, abrasive, caramel sweetness that needs blunted by more bitterness. Good stuff, but I'll be on the look out for fresh Pseudo over this one.",4.14
King Sue,"Appearance: Pours a completely hazy, pale lemon color with a glowing white head. SRM of 5.5. (3.75)",4.42
King Sue,"Pretty good in the stupid NE IPA style at least we don't call call this an APA like Pseudo Sue ... oh my, sometimes the categorization and or reviews around here ... ",4.06
King Sue,Pours a think and hazy golden color with a 1 finger head. All citrus and melon on the nose. You can taste the Citra hops with some tropical fruit blended in. Smooth and creamy finish with a heavy body and almost no alcohol present. I’ve heard before that there is a bitter aftertaste but did not seem that way for me. Overall excellent NEIPA glad I was able to find some locally.,4.82
King Sue,"I had a tallboy can of this recently thanks to a friend's generosity after his road trip to St. Louis. It is a very tasty NEIPA. I found it to be very fruity, but I experienced a little alcohol burn in the end. In other words, it's a little on the boozy side for me.",4.18
King Sue,16 oz can poured into a snifter.,4.04
King Sue,"From the 16 oz. can dated 07/17/19. Sampled on September 1, 2019.",4.29
Atrial Rubicite,"It took a lot to get one of these so I was anxious when I popped the top. I was happy to be greeted by a a funky raspberry aroma. From the smell, I thought it would be sweet, but it was pleasantly dry. What a great beer! My only regret was that I drank it too fast- so damn tasty. A trip to Austin is in order.",4.87
Atrial Rubicite,"Beautiful deep read with a minimal Ruby lacing around the circumference of the glass. Nose is pure Raspberry and some the jester King culture, very dry. The nose made me concerned that if was going to be pure acid. Suprised that it was a dry raspberry flavor with a subtleness of wild microflora. Feel is initially effervescent on the tounge and then quickly dissipates. Overall excellent, think it can slightly more carbed",4.45
Atrial Rubicite,L: Deep Ruby in Color. Thin pink head that dissipates quickly,4.51
Atrial Rubicite,"Not my favorite style but I still enjoyable. Pours ruby red with dark pink head. Smells of tart raspberries. Taste is sour raspberries, very sour to my taste but classic to style. Bubbly and refreshing.",4
Atrial Rubicite,Raspberry...funkiness....leathery...dusty....tart... ,4.65
Atrial Rubicite,"Batch 8 (June 2018), poured into a JK SPON tulip. The look is amazing; deep ruby, almost mistakable for a Bordeaux. Moderate carbonation that dissipates very quickly. The nose is full of jammy raspberry and signature JK funk; moderately musty, dusty, and woody. Palate is mildly tart and acetic, with plenty of jammy raspberry, oak, and some yogurt (especially on the finish); getting close to a fruited lambic in style. Very enjoyable.",4.49
Atrial Rubicite,"Batch 8 poured in Casey teku. Pours a bright vibrant clear ruby red with a soft whispy pink head. Nose has that mellow Greek yogurt smell going on with a blast of tart and sweet raspberries and cherries. First sip is a little of everything. Tart, mellow funk, musty, jammy! I love the depth and intensity of the raspberries. It’s definitely jam like, perfect tart to sweet ratio as far as the berries go. Nice mellow wet oak throughout that really ties it together. Musty cellar like quality and mild yogurt funk all come together to make this beer what it is. As it warms the raspberries shine even more and tartness builds but this beer is equally interesting on both the colder and warmer side. Body is medium to Jammy at times. Tart funky dry finish at the end that invites another swig to wet the mouth and start the process all over again.",4.53
Atrial Rubicite,"What's not to like here? Pours a burgundy with a finger of pink head. Smell is fresh, sweet yet slightly tart raspberry. A hint of oak.",4.81
Atrial Rubicite,"09/2014 - Incredible raspberry and cherry aromas with some oaky, yeast coming through; tart, acidic, fruity, flavorful body; wee thin of a body, but it's superb overall!",4.48
Atrial Rubicite,"I've been chasing down a bottle of Atrial for a few months now - I missed it at the Festival of Wood and Barrel Aged Beers (FOBAB) in November of 2017 (kicked in the VIP session), and I've had a couple of trades fall through. And then, suddenly, I had TWO trades go through within a week of each other! Exciting.",4.91
Atrial Rubicite,"On tap at Hops and Pie. Extremely purple with a pink head, vibrant colors. Smells like a jar of raspberry preserves, very jammy and fruity. Sweetness as well. Flavor was mostly raspberry preserves and a slight sourness. I understand now why people might seek out Jester King.",4.29
Atrial Rubicite,Poured from a mini bomber into a Dogfish Head tulip. Love the artwork,4.58
Atrial Rubicite,"2015 bottle (Blend 5) - deep lipstick red with a thin white/redish head that quickly goes away. Smell is heavy raspberry with a little funk. Was somewhat let down by the lack of farmhouse funk smell. Flavor follows. Overall a superb beer, just may have aged a touch too long. At nearly three years old, I think this maybe aged 4-6 mnoths too long.",4.81
Atrial Rubicite,"Batch from June of 2017. Pours a dark rich red/purple with some carbonation. Smell is sweet pungent raspberry and earthy. Taste is tart, very refreshing, unabashedly raspberry. Dances the line between a fruity juice and a sour beer. Smooth and easy to drink. Really enjoyed it.",4.52
Atrial Rubicite,"Appearance was darker than expected but everything else was just as advertised. It has plenty of raspberry flavor, but its more than a juice bomb. Subtle funk, dryness, and raspberry seeds make it a very enjoyable treat.",4.34
Atrial Rubicite,This was absolutely incredible. Probably the best sour I've ever had. So much raspberry across the whole beer. This feels pretty much like having raspberry juice.,4.98
Atrial Rubicite,2014 Bottle poured into plastic dixie cup.,4.04
Atrial Rubicite,Look: Dark red/purple with medium pink head that recedes quickly. Has medium carbonation.,4.69
Atrial Rubicite,"I seem to find that many vaunted sours do not meet the hype. Atrial Rubicite not only meets the hype, it exceeds it. Juicy, great depth of fruit flavors, beautiful barrel character, with a crisp and smooth mouthfeel to finish. Carbonation level was spot on. So thankful I was able to try this masterpiece.",4.75
Atrial Rubicite,"Look: dark red with a gorgeous 1inch purple red head, dissipated quick ",4.65
Atrial Rubicite,"Sour punch nose - very well done, balancing fruit and sour elements. The raspberry underpinnings mingle well with the brew and the beer stays very clean. Not too much of anything.",4.54
Atrial Rubicite,Generously shared by my younger brother. Beautiful pour. Utterly stunned with the color. Dense just beautiful color. Awesome raspberry smell really fruity. Taste leaves a little bit more to be desired. I thought this would carry the fruit better like a degarde would but it has a lot of what I would call a hybrid between a fruited Belgian kriek and an American wild. It's really nice I just was hoping for more pop. Nice sour mouthfeel not too tart.,4.37
Atrial Rubicite,"This review is for the 2017 July 21 release of Atrial Rubicite, ABV 5.20%. First a note, I was told by Jester King staff on July 15 that Atrial Rubicite would most likely be released in October (2017), and then they released it the next weekend. I had no way of finding out it would be released the weekend after and I don’t live in Austin (Dallas). This was annoying and complicated things for me, but I was able to make it and I was able to enjoy a couple of 8oz Atrial Rubicite at Jester King, and I also bought three 500ml bottles. The lines were a bit intimidating. It shouldn’t have to be this difficult, but in the end it was worth the trouble. This is a rare and extremely good raspberry sour (ABV 5.20% this year). I suffered for it but I love it.",4.97
Atrial Rubicite,Atrial b4,4.54
Atrial Rubicite,Red ruby appearance with a slightly lighter ruby head that was significant and eventually dissipated. Aroma is a rose raspberry with plenty of fizz. First taste had too much carbination. After a minute the carbination subsided and the taste was a rose raspberry sour.,4.48
Headroom,"16 oz. can. Murky orange body. Smells of onions, lime zest, tropical fruit, and sweet pale malt. Taste has strong orange and lime zest. Garlic comes behind it. The zippy hop flavors linger long into the back end. Slight earthy tones and a little sweetness in the finish. Medium heavy. Drinks pretty well for its size. It's still a big beer, but it delivers on flavor.",4
Headroom,"Canned 08/01/19, 10:11:09.",4.4
Headroom,On tap at The Veil Summer Fest.,4.5
Headroom,"Pours thick and milky and golden, just what you'd expect from a well-loved Trillium beer. Smell is grass, green onion, and maaaaaybe a liiiittle citrus? But not enough for my liking. Taste is equally bitterness-forward, and doesn't match the flavors my eyes were expecting. It's nice to be reminded NEIPAs aren't all pure juice, but it also reaffirms what I like in a beer. Great for what it is, and if you like that, you will love it, it's just... not for me.",3.88
Headroom,8/17 pour at greenway.,4.54
Headroom,"Can: ""Canned On 08/01/19 08:43:21""",4.56
Headroom,Appearance: Arrives the usual cloudy honey color with a modest cap; spots of foam cling,4.57
Headroom,The Epitome of a Trillium NEIPA. ,4.51
Headroom,"Know Trillium well but had not been able to get opportunity to get Headroom to date. This is a hyped release (once a year so far) and had burden of expectations. Happy to say this has lived up to the hype -- at least 2019 release. Poured from a can dated 8/1/19 to a Teku. Pours a hazy light yellow. Never one to linger on smell that but this one comes across right away with wafting a bright citrus. The taste is up there with best I have had. Notes of pineapple, orange..tropical as you would expect with this packed with Galaxy but no bite. Glad I got the max allotment..gonna have to let this last a while.",4.74
Headroom,"My first Trillium beer, have to figure out how to get more regularly! ",4.71
Headroom,"08/2015 - Typical Trillium juiciness on the nose with orange, tangerine, and some citrus up front; notable onion on the palate with a nice sweetness, creaminess, and slightly bitter back end; the finish is clean, bright, fruity, and a touch dank.",4.5
Headroom,Serving: Can,4.31
Headroom,16oz can dated 8/10/18.,4.56
Headroom,2018 batch - canned 8/10,4.75
Headroom,"Headroom has been a wishlist beer for a couple of years now - as with other Trillium offerings, I've only sporadically been able to nail down trades. We're only talking about IPAs here - but they can still be confoundingly difficult to locate.",4.5
Headroom,Canned 5 days ago.,4.53
Headroom,2018 batch,4.64
Headroom,"This beer was fantastic,",4.78
Headroom,L: beautiful beer. A combination or orange and pineapple juice look. Clear head that goes away. Probably the only drawback. ,4.69
Headroom,"Poured from a 16oz can into a tulip glass (~1 month old). Smell is a ton of bright/green hop flavor and citrus with notes of orange pulp, pineapple, tropical fruit, resin and oats. ",4.79
Headroom,"This was absolutely incredible. Hops were absolutely incredible, creamy mouthfeel, the aroma just bursts out as soon as I opened the can. Pineapple notes all over.",4.94
Headroom,"It pours the color of Orangina and has a hazy neon glow. Not as opaque and cloudy as some reviews indicate, though. ",3.67
Headroom,L: Cloudy grapefruit juice,4.59
Headroom,L - Orange milkshake with a finger of white head,4.58
Headroom,A 16 oz. can dated 8-11-17 poured into a tulip. ,4.71
Double Galaxy,All about the hype but this one is a little overrated. Generous scores based on the brewery it comes out of. Was probably world class in 2011 but not so much now. It's very one dimensional.,4.14
Double Galaxy,12 oz can poured into a flute glass,4.42
Double Galaxy,Canned 08/13/19 Drink by 09/24/19 “D.Galaxy”,4.66
Double Galaxy,"Almost a typical NEIPA look but nit as murky. Aroma is delicious citrus, maybe a touch of juniper or pine, some dough. Juicy flavor, not harsh at all, drinkability is scary. My takeaway from Hill Farmstead IPA's after not having them for three years is that they are more refined and subtle than some of the stuff from Treehouse or Trillium. They capture all the right notes but they are soft and refined. I didn't think I liked Galaxy hops but this is high quality beer.",4.24
Double Galaxy,12 oz can stamped July 2 2019,4.83
Double Galaxy,"Beautiful orange pour with a nice finger's thickness of white, creamy head. Smells terrific - lots of orange-y citrus notes. Taste is super clean with a ton of citrus, some resiny green notes, a bit of bitterness in the finish. Just excellent. Really drinkable, impossible to discern the 8% ABV. Would love to crush these by a fire.",4.39
Double Galaxy,"Soft gold, foamy head. Aroma has underripe melon, faint lemon, musty hop. Palate is pretty balanced, not super juicy, more earthy fruit flavors like stone fruit, maybe a little apricot, with some grassy earthy hops. Medium bitterness",4.37
Double Galaxy,"First, I love Galaxy... so a bit biased. Having a HF Imp IPA doing a SH with Galaxy sounded so good. Reading reviews then placed a huge hype... made me wonder.",4.68
Double Galaxy,"This is a just a really phenomenal beer that lives up to the hype and more. Beautiful hazy pale orange, great head and that HF lacing all the way down the glass. Earthy dank citrus grassy nose, taste is so well balanced, earthy dank grapefruit, lemon, grassy, sweet biscuity backbone. Soft, smooth, nice dry bitter finish. If I could only drink one IPA for the rest of my days it might be this one.",4.87
Double Galaxy,"Huge notes of dank tropical citrus, pineapple, lemony orange grapefruity citrus peel, passionfruit, yellow mango, white grape, some herbal earthy floral piney dankness, with a hint of biscuity malt character",4.8
Double Galaxy,Canned on 3/4/19,4.42
Double Galaxy,On tap at Arsmby.,4.38
Double Galaxy,**,4.1
Double Galaxy,"Hazy grapefruit in the glass, a double shot of one of my favorite hop varieties. Though a single hop beer, the flavor comes at you in delicious waves. Brilliantly crafted!",4.99
Double Galaxy,"On tap at Dive 106, NYC.",4.51
Double Galaxy,"Growler: Poured a hazy/cloudy yellow color ale with a huge white foamy head with good retention and some lacing. Aroma of citrusy and tropical fruit notes with huge dank and floral undertones is just incredible. Taste is an incredible mix of dank and tropical fruit notes with some citrusy floral, subtle residual sugar with no discernible bitterness. Body is full with nice creamy texture and good carbonation. World-class beer.",4.7
Double Galaxy,"Can. Full-on hazy peach color with frothy off-white head with very good retention. Aroma has overripe tropical fruits, juicy hops but also some more classic herbal notes. Taste has a biscuity malt base, even slightly nutty with the hops leaning towards the herbal and grassy side. Aftertaste lingers with grapefruit rind bitterness. Medium body with medium minus carbonation. Extremely drinkable DIPA with no hint of the 8% ABV. It's not a juicebomb like other hazy IPAs these days but it's very hoppy and well put together.",4.6
Double Galaxy,"04/2016 - As much as I love Double Citra, this is next level - just a perfect representation of my favorite hop - Galaxy! From the nose, to the palate, to the finish, this ale crushes and is easy to crush, too, despite the ABV!",4.73
Double Galaxy,From can (2 weeks).,4.92
Double Galaxy,"Opaque pale yellow, almost like banana puree, with a large, off-white foam that settles in thick lumps to a fuzzy collar leaving pock mark lace on glass.",4.06
Double Galaxy,Definitely not the same quality as I've experienced from their growler fills- but I wouldn't kick it out of bed. Last batch of TH Green kicked this one's ass and I'm not really a TH guy. Will have to get back up to the source,4.29
Double Galaxy,"Had this on 2018-06-04 in Columbia, PA from a fresh, 12oz can",4.29
Double Galaxy,Look: Hazy yellow with turbid with big white creamy head. Has medium low carbonation.,4.55
Double Galaxy,"Filled a Treehouse growler. Consumed the next day. 2/15/18 "" Imperial single hop pale ale"". ",4.59
Double Galaxy,12oz can received in @WesMantooth's hoppy BIF box.,4.35
Supplication,Bottled 6/7/16; drank 5/29/17 @ the Yarchives. ,4.75
Supplication,Wow times 5! An explosive pop of the cork announces that you are in for a real treat. ,4.84
Supplication,"bottled 7/21/17, consumed 9/2/19",4.85
Supplication,Presentation: 375mL brown bottle with the bottling date printed on the label. Served in a goblet.,4.46
Supplication,"
Granted I am far from a sour expert and not very good at describing beers like this, but this one is excellent. Pours a nice ruby-brown. The aroma and flavor are finely layered, complex, ebbing and flowing. A yin and yang of huge barny funk complete with gloves, dirt, tack room, muddy, bruised medicinal herbs, etc. balanced with an equally assertive sour cherry, red-wine tanninic, oaky, funky medley with macerated berry bushes (dirt, roots, leaves and all). It is very drinkable for as tart as it is (for my tastes at least) and has the subtle, near-constant, tongue-corner-mouth-watering-tickle-thing going on that makes beers like this a non-stop experience when drinking them, as its residue lingers and evolves in your mouth between sips. Very nice! (4.75)",4.52
Supplication,"
The cherries add a nice tardiness too.",4.4
Supplication,"375ml bottle, that was bottled on '012518'. ABV% is labeled as 7.75%.",4.56
Supplication,"July 27th, 2015 - Finally, the last Russian River taster on this long journey through the absolute unit of a taster tray served to our table. The Supplication is a relaxed auburn color, and the aroma is a bright cherry note, and I instantly fall in love. The flavor introduces vanilla, sherry and cherry with a delicious tartness, and an excellent freshness. The oak is well balanced too, making this is an excellent finish to our day marking the completion of our beer pilgrimage.",4.34
Supplication,"I received this from @bum4ever in the NBS BIF 8.5. Bottled on 7/2/2018 and poured from a 375 ML cork and cage bottle into a tulip glass. The color is somewhere between ruby and orange and the ecru-colored head dissipated quickly. It has a very fragrant smell of ripe cherry, oak, red wine, and brett yeast. The taste is complex: tart cherry, pinot noir, oak, and a crackery malt at the finish. The flavors are all bold but they blend very well and there is a surprising balance of sweet and sour. It finishes with a touch of bitterness. This ale is a nice, full body with lively carbonation, and it's easily drinkable at 7.75% ABV. While I am not a connoisseur of Wild Ales, I have to say that Supplication is really delicious and fun to drink.",4.49
Supplication,"Pours a reddish brown color with a thin foamy head. No head retention with mild to moderate lacing. Tart, smooth taste with cherries and mild red wine. Nice tart taste with cherries up front and red wine on the end. Smooth. Light to medium bodied with moderate carbonation.",4.26
Supplication,"Pours a reddish-brownish orange with fine, soft head.",4.02
Supplication,Pours a beautiful slightly hazy deep reddish amber color with a 2 finger biscuit head. Aroma is dense with red whine and oak notes. Flavor is warm oak up front quickly turning to pinot noir notes. A rich sweet malt behind it blended with the lightly sour notes is very well done. Feel is lightly soft with a moderate effervescence. This is just stupendous. Perfectly balances in all regards.,4.7
Supplication,"It smells phenomenal. I don’t think the taste lives up to the smell, and for the price and hype I have to say I was disappointed. ",4.11
Supplication,Pours deep reddish brown. Lovely head but short lived.,4.75
Supplication,2017 vintage. Rating #400 for me on BA.,4.42
Supplication,Pours a dark reddish brown with a quickly receding off white head. Nose is tart sour cherry. Taste follows with a definite red wine influence. Definitely the 2nd best wild ale I've tasted next to RR Consecration.,4.43
Supplication,Served from a bottle into a flute at Toronado Bar in San Francisco; produced in 2018,4.74
Supplication,Look: It pours brown with a slightly off white head. Head retention is moderately good. ,4.39
Supplication,Bottled on: 01-25-18,4.54
Supplication,"06/2014 - Huge cherry, oak, some cinnamon, and notable wine aromas; sour, woody, chewy body with lingering sweetness and cherries; tart finish that lingers, with cherry, too.",4.31
Supplication,"Pours a deep ruby brown color, minimal foam head. Cherry / raspberry aroma. Tart and slightly sweet, ample sour cherry flavor, light oak on the dry finish. Overall very enjoyable. ",4.38
Supplication,"375 mL bottle into a wine since no tulip glass was available. The beer pours a light copper color with amber tint. Opacity is hazy, partially due to the chill, and partially due to a poor pour on my part – I likely stirred up the layer of spent-yeast sediment at the bottom of the bottle during my far-too-vigorous pour. Carbonation is light in density, but heavy in quantity. 1-inch head dissipates very quickly, giving way to very lively bubbles in the center of the glass that persist throughout the tasting. First smell yields obvious fermented fruits; among them cherry, raspberry, and perhaps a bit of wild plum. Upon taking my first sip, I let the liquid wash over the entirety of my tongue to feel the light pricks of carbonation. The drying sourness is quite powerful. The flavor is similar to the nose, beginning with tart cherries leading to a warming sensation that blends well with a touch oak at the back of the tongue. As the flavor develops, I detect a slight malty sweetness that I didn’t notice on the nose. The oak and malt slowly mature into an earthy effervescence in the back of the mouth. This flavor is ephemeral, but the bubbly sensation continues to play at my tongue even long after the swallow.",4.45
Supplication,Bottled 2/27/17. Pours a clear brownish-red with a light tan head that sticks around. Spotty lace.,4.44
Supplication,"Pours somewhat brownish red in appearance, to be honest not entirely pleasing to the eye.",4.24
Supplication,One of the greats. The beer that will give you a taste for sours. Malty Belgian style sour with cherry notes. MMMMHH MMMH MMH. DELICIOUS. Always a must at any beer fest in the west.,5
Cable Car,"2018 vintage, drank 8/1/2019. Pours orange with a bit of suspended matter. Tons of funk to the nose and taste. Quite sour and acetic. I for some reason had been expecting a kriek - but this is quite good all the same. I'd love to try an aged bottle.",4.5
Cable Car,Bomber from tornado lightly chilled,4.48
Cable Car,"Poured into a tulip glass. Avery clear golden color with a medium white head. Aroma was as white wine, lemon, and stone fruit. The taste followed with a tart cherry flavor and floral notes. A clean dry backbone. Overall a fantastic beer.",4.49
Cable Car,"At last, I got to try this one. The hallmark of this one is the complexity. There are layers upon layers of sour fruit, wood, mineral earthiness, dank funk, and acidic fruits. The smell is a fruity horse blanket, with plenty of musk and funk to go around. Carbonation is a little high, but otherwise wonderful in the feel. A well made beer that stands the test of time",4.39
Cable Car,"05/2016 - 2014 vintage - No effs given about the price for on-site consumption as this beer is truly complex, multi-layered, and beautiful. Semi-sweet, oak, funky, nice tartness; balanced.",4.65
Cable Car,Type: 6-oz. draft (I think),4.5
Cable Car,2016 vintage drank out of a bottle at Toronado SF on 9/25/2017,4.57
Cable Car,750ml cork top bottle poured into a snifter,4.5
Cable Car,"2013 bottle poured in a DDG teku. Semi hazy golden color. Smells of funk, subtle vinegar. Taste is amazing...insanely balanced. Perfect tartness....super drinkable. Excellent carb. Overall an outstanding beer that lived up to the hype for me.",4.74
Cable Car,2013 vintage poured into a Lost Abbey Teku. ,4.68
Cable Car,Cable car 2014 on 180617,4.43
Cable Car,One rating down due to supply and demand. No distribution but in-house consumption only. I managed to be one of the luckiest to be able to take one home. Best one so far.,4.7
Cable Car,"2016 vintage. Had on draft at Lost Abbey 10th Anniversary party, May 21, 2016. Writing review on notes I took that day.",5
Cable Car,"Right in line with some of the best sours out there. Great taste and feel, but didn't get an outstanding smell from it. Nothing bad, just didn't blow my socks off. Overall, very glad to have tried this one out.",4.45
Cable Car,"This is worth all of the hype. I bought a vintage 2008 bottle about a month ago when I was at Toronado in SF, and I was not disappointed. For an 8 year old beer, this was incredible complex.",4.75
Cable Car,"What a great surprise to get to try this at Toronado during Duck Days of Summer. 2016 Vintage. Poured into a goblet, it is a beautiful golden/orange color with a slight haze, and 1 finger of head. Smells was most stone fruit, peaches, apricots, a bit of lemon. Big creamy body with the right amount of dryness, acidity (mild), and tart & funk. I know they price point turns some folks off, but I considered this a treat and a beer I'd probably never have again so $60 seemed well worth it to me. If I do get another chance to drink this again, I won't hesitate.",4.77
Cable Car,"Not a big sour person, but there beer was very enjoyable. Great hazy orange color and look. Flavor was smooth with more funk than sour for me. Could actually enjoy this very often. 2016 vintage",4.37
Cable Car,"Slightly overrated (especially for what it costs!), but it's still a fantastic beer. I actually found Duck Duck Gooze to be vastly superior to this one.",4.31
Cable Car,Poured from the bottle at Toronado in San Diego on 5/26/16. 2009 release. ,5
Cable Car,"Had this 2014 version. This beer tasted great, I'd still take duck duck over it, but man what a great beer. Great funk, great smell, great taste. I'd gladly drink this one over and over again",5
Cable Car,"I've only had 2012 CC, but it was the best BA AWA I've had....absolutely extraordinary stuff...so complex and amazing. Layers of fruit and funk, but neither was overpowering.",4.91
Cable Car,"Had at Toronado (SF) yesterday, served at perfect temperature. ",4.55
Cable Car,"Mild orange color, solid 1"" of white head on it. Aroma was tart lemons, funk, astringent oak. ",4.6
Cable Car,A very nice sour but count me in the camp of rarity builds some hype in this one. Plenty of other comprable sours at a far lower price point that are easier to acquire.,4.14
Cable Car,2014 bottle shared in an American Wild Ale blind-tasting with two others.,4.78
Citra,Pours a semi clear amber with fine head.,4.06
Citra,Bottled 11/2/16; drank 12/5/16 @ the Palace. ,4.25
Citra,"02/2015 - Pineapple and mango fosho with mild pine, dank aromas; fruity, juicy, nice hoppy tang, tropical fruits on the palate; sweet, wee bitter, clean finish though.",4.44
Citra,"Golden, slightly hazy with no visible cardio and a finger of white head.",4.45
Citra,"Well, here is it: other than Emily Didonato lying at the foot of my bed - this is my number 1 want: Kern River Citra.",4
Citra,Awesome!,4.61
Citra,"Surprised by the haze, it's a nearly fully opaque orange-amber with a lighter gold around the bottom edge, topped with a large khaki foam that slowly settles to a thin film with a bubbly clinging collar.",3.77
Citra,"
B+ (3.84) / VERY GOOD",3.84
Citra,Had on tap at KRBC. Unremarkable head at beginning...but stunning rich amber honey color... and outstanding lacing. Full hop aroma and a citrus bomb for flavor. So clean and drinkable. Reamarkabke easy for an 8% DIPA. Definitely built in the malts perfectly. Yep... lived up to the hype.,4.42
Citra,"Having on draft in a pint glass. Dark amber color with a slight haze and one finger head. Smells of burnt caramel and toasted orange rind. Totally full bodied with creamy carbonation texture. Flavors of roasted pineapple, peach with toasted orange rind bitterness. Long lasting fruit sweetness and bitterness.",4.25
Citra,L: Pours a beautiful golden color. 2 fingers of foamy head with good retention.,4.59
Citra,"Best IPA I've ever had. I waited years to finally get a case of Citra and the wait was worth it. Scary drive to the brewery to pick up the case, but it was a fantastic trip. Numerous great beers but Citra stood out. Actually, they had ""Hazy Citra"" on tap and it was wonderful. If you get a chance to try it, don't pass it up.",4.81
Citra,Poured from a 22 oz. bomber into a Teku goblet.,4.81
Citra,A: bright glowing orange. Slight haze. Thick eggshell white bubbles,4.23
Citra,I traveled 2 hours to grab a case of this after I learned about it from a friend. I had to make an advanced purchase online to be eligible for picking it up directly from KRBC. While there I grabbed a couple of pints from the tap. ,4.93
Citra,My local dealer hooked me up with this one. I am no stranger to whales but i honestly had never heard of this brew before my buddy mentioned it.,4.63
Citra,"This was such a highly rated beer, with a previous lottery system, and I was excited to have finally gotten it. I liked it but was a bit disappointed. Look was dark and clear. Smell was pretty weak in comparison to the other strong citra-dominant beers that are out there now. The taste was a lot more balanced between the citra tropical juiciness and the sharper piney bitterness. Was expecting the citra to be more prominent. Mouthfeel was like any other regular IPA. Not bad, but not good. Overall, it was a good beer, but did not live up to my expectations, especially since there are so many newly-popular hazy citra bombs out there now. Worth having, but won't make the tough effort to have again.",3.99
Citra,Look: golden yellow light white head about .5 inches ,4.39
Citra,"Pours a light orange color with a soapy head. Aroma is dank and tropical, with herb and fruity scents.",4.21
Citra,"Juicier than west coast IPAs traditionally tend to be. Brings the malt backbone that is characteristic of West Coast IPAs, imparting additional caramel sweetness. Overall very solid, but for me at least, I prefer the newer trend of hazy, juicy IPAs coming out of places in New England, from Tired Hands, and, for example, from Monkish on the left coast.",3.75
Citra,"While this is a great example of a good west-coast double IPA, I don't know that I agree with the consensus so far in that it's top 50 worthy. The flavor was solid, but nothing over the top like some others, and the mouthfeel was pretty standard for a high quality IPA. Glad I tried it, but won't be rushing out to get it again.",4.18
Citra,"This is a very well made beer, but from talking with friends, the citrus profile falls off quickly. Well balanced with a small amount of citrus, but dominated by the dank/bittering hops.",4.09
Citra,22 oz. bottle poured into a Founders snifter. Bottled on date on the case 11/11/16.,4.5
Citra,Finally get to try this one...thanks Jason!,4.58
Citra,Excellent DIPA.,4.35
Focal Banger,"Very, very good. I've never rated Heady Topper because it's been a long time since I've had it. This is almost as good as any beer I've had, though. A little bite to it. There are some I still like better.",4.4
Focal Banger,"I do enjoy this beer, even though some may say I am anti-focal....sorry but to me its not Heady, that isn't saying I don't like it, but if both are on the shelf, I reach for the one and only....",4.42
Focal Banger,16oz can no date --- bought at the brewery on 9-20-19. Opened 10-9-19.,4.34
Focal Banger,"I tried a can of this beer at the Hilton hotel in downtown Burlington,VT. It poured a hazy yellow with white head that left some lace. The scent had tropical fruit notes. The taste was nicely balanced and easy to drink with tropical fruit peel presence. The mouthfeel was lighter in body with good carbonation. Overall its a solid beer.",4.41
Focal Banger,Look: Light amber with a small white head and minimal lacing.,3.04
Focal Banger,"Expected way more out of this one. I forgot to check the date on the can so maybe I just need to try it fresh. Still a nice highly drinkable IPA, just not up to the hype. Will try again when the situation arises.",4.08
Focal Banger,Pours a nice orange/golden color. 2 1/2 finger white head. Head retention is decent. Minimal lacing on the glass as the head dissipates. ,4.3
Focal Banger,16oz can.,4.53
Focal Banger,Can from brewery,4.67
Focal Banger,"One of my favorite DIPAs if not my favorite of the moment. It gets a knock down for look bc it’s just damn ugly. Usually there’s something floating in it, but not this time for me. I smell some bitterness, but of course it doesn’t approach a Westcoast IPA level of it. Still, it’s the perfect balance for me vs some terribly sweet juicy NEIPAs. Don’t ever miss this when you can get it. It slightly outpaces Heady for me.",4.69
Focal Banger,"Can from the brewery in Stowe, VT. Pours a golden orange with a nice touch of opacity, has a fluffy white head with excellent lacing, smell is deep overripe nectarine flesh with a nice spicy grass note and sweet zesty citrus, I also get this like wet mashed potatoes and green onions sort of vibe that I enjoy, taste is a flash of sweet malty goodness up front that is blasted away by a mountain of citrusy hops finished with a nice lingering bitter pith, another odd note I get from this beer at times is French fries dipped in a chocolate milkshake, likely from the sweetness being blasted by sharp hops being similar to the saltiness of a fry juxtaposed to the sweetness of the shake, it’s a weird one. This beer is medium bodied, sharp, and well carbonated. Quite scrummy and it was nice to take a look at it in a glass and get a good whiff, but the taste and mouth feel is far superior from the can. Yum.",4.27
Focal Banger,Damn this beer is just about perfect....even when poured and stored from the stemmed glass. it seduces you with that golden hop glow and aroma of the hop yeild gods of yore. You'll want to drink this with closefriends who can fully appreciate the zenith mood you'll find yourself slipping into.,4.91
Focal Banger,"Poured from can to tulip, hazy yellow, white head, moderate lacing. Nose is fruity, bready, mango, funk. Taste is more piney, grassy, and bitter, some mild fruit and mineral notes. Medium body and carbonation.",4.43
Focal Banger,"Years ago I hated Citra and Mosaic hop combos i remember thinking, why? This beer is so fucking good, had my first 4 for $21 (great Levittown PA bar, thanks to the owner for holding it for me, I got the last 4). You know it's that good when you have to get 3 more elsewhere at $8 a pop, which is a little (alot) ridiculous but look at it this way, its still less than most bar tabs. ",4.82
Focal Banger,"Hop profile is definitely more earthy / grassy, has some vague pepper / vegetal notes as well, beyond that there is some citrus hops but just not in my wheelhouse, too much mosaic for me",3.93
